StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q1_12
2018-03-02 11:47:08,2018-03-02 11:48:00,IP Address,107.77.223.219,100,52,True,2018-03-02 11:48:01,R_2WDavKOg7hqM5R9,,,,,40.790405273438,-74.024597167969,anonymous,EN,8,9,5,11,2,7,3,6,4,12,10,1
2018-03-02 11:50:42,2018-03-02 11:51:53,IP Address,65.112.8.142,100,70,True,2018-03-02 11:51:54,R_T7URJtSPzFuxTTX,,,,,42.380004882812,-71.13289642334,anonymous,EN,7,12,1,9,5,8,3,10,6,4,11,2
2018-03-02 11:51:57,2018-03-02 11:52:38,IP Address,65.112.8.203,100,41,True,2018-03-02 11:52:39,R_1qWncQJt6MNLq39,,,,,42.380004882812,-71.13289642334,anonymous,EN,8,6,11,10,4,7,3,9,12,5,2,1
2018-03-02 12:08:46,2018-03-02 12:09:49,IP Address,107.77.224.229,100,63,True,2018-03-02 12:09:50,R_3n6PjrJbjQeTarg,,,,,40.71110534668,-73.946899414062,anonymous,EN,7,12,9,5,6,4,3,11,8,2,10,1
2018-03-02 12:13:22,2018-03-02 12:14:14,IP Address,65.112.8.205,100,51,True,2018-03-02 12:14:14,R_6DL7Zzl53FUt8v7,,,,,42.380004882812,-71.13289642334,anonymous,EN,6,11,5,9,4,8,7,12,2,3,10,1
2018-03-02 12:14:36,2018-03-02 12:16:05,IP Address,65.112.8.142,100,88,True,2018-03-02 12:16:05,R_12rTXE04JAm2kL1,,,,,42.380004882812,-71.13289642334,anonymous,EN,6,11,5,9,8,4,2,12,7,1,10,3
2018-03-02 12:36:16,2018-03-02 12:37:01,IP Address,67.134.204.38,100,44,True,2018-03-02 12:37:02,R_BWYgYbwc4431ied,,,,,42.380004882812,-71.13289642334,anonymous,EN,6,10,4,7,8,9,3,12,5,1,11,2
2018-03-02 13:08:18,2018-03-02 13:10:14,IP Address,65.112.8.130,100,115,True,2018-03-02 13:10:15,R_28LGDDAezmIVmbs,,,,,42.380004882812,-71.13289642334,anonymous,EN,11,2,10,7,12,9,4,5,6,3,8,1
2018-03-02 13:20:48,2018-03-02 13:23:08,IP Address,65.112.8.139,100,140,True,2018-03-02 13:23:09,R_5v6gIxNakUfJQVX,,,,,42.380004882812,-71.13289642334,anonymous,EN,9,10,3,6,7,4,8,12,5,1,11,2
2018-03-02 13:39:39,2018-03-02 13:40:41,IP Address,174.192.29.162,100,62,True,2018-03-02 13:40:41,R_2Cm30ZiEbsuQWlA,,,,,42.34309387207,-71.123001098633,anonymous,EN,9,10,8,6,4,5,3,12,7,1,11,2
2018-03-02 13:49:42,2018-03-02 13:51:51,IP Address,65.112.8.206,100,128,True,2018-03-02 13:51:51,R_21p9jDeA0SGS65k,,,,,42.380004882812,-71.13289642334,anonymous,EN,8,12,5,9,7,3,1,10,6,4,11,2
2018-03-02 13:55:18,2018-03-02 13:56:07,IP Address,65.112.8.132,100,48,True,2018-03-02 13:56:07,R_XO3iwAWDexewFwZ,,,,,42.380004882812,-71.13289642334,anonymous,EN,7,6,11,8,3,4,5,12,9,2,10,1
2018-03-02 14:19:38,2018-03-02 14:20:45,IP Address,65.112.8.204,100,66,True,2018-03-02 14:20:45,R_1dhJwhT6lWkZ05R,,,,,42.380004882812,-71.13289642334,anonymous,EN,9,7,12,5,10,4,1,8,11,2,6,3
2018-03-02 14:48:49,2018-03-02 14:50:26,IP Address,72.93.30.103,100,97,True,2018-03-02 14:50:27,R_3oXQZkHM5dHMZi6,,,,,42.34309387207,-71.123001098633,anonymous,EN,10,5,6,11,9,4,3,12,8,1,7,2
2018-03-02 14:52:29,2018-03-02 14:54:49,IP Address,65.112.8.140,100,140,True,2018-03-02 14:54:50,R_2Y5P8DgTvOVJRWm,,,,,42.380004882812,-71.13289642334,anonymous,EN,5,11,7,12,6,4,3,10,8,1,9,2
2018-03-02 15:43:40,2018-03-02 15:45:19,IP Address,66.87.124.38,100,99,True,2018-03-02 15:45:20,R_O9948SYIJpglhQd,,,,,42.406295776367,-71.051200866699,anonymous,EN,9,10,3,6,7,8,5,12,2,4,11,1
2018-03-02 16:18:59,2018-03-02 16:20:39,IP Address,65.112.8.135,100,99,True,2018-03-02 16:20:39,R_248b1h1Kuwtf5OC,,,,,42.380004882812,-71.13289642334,anonymous,EN,6,10,3,9,8,7,5,12,1,4,11,2
2018-03-02 16:40:12,2018-03-02 16:41:00,IP Address,65.112.8.137,100,47,True,2018-03-02 16:41:00,R_2PvbQlFbYFclwh8,,,,,42.380004882812,-71.13289642334,anonymous,EN,12,4,11,5,9,8,3,6,10,1,2,7
2018-03-02 09:27:28,2018-03-02 16:46:55,IP Address,65.112.8.142,100,26366,True,2018-03-02 16:46:55,R_1C1jIneZ5kS95jN,,,,,42.380004882812,-71.13289642334,anonymous,EN,11,10,3,8,4,6,9,7,2,1,12,5
2018-03-02 17:44:55,2018-03-02 20:39:19,IP Address,65.112.8.142,100,10463,True,2018-03-02 20:39:19,R_3snbQx78Qh7XWUS,,,,,42.380004882812,-71.13289642334,anonymous,EN,1,8,9,6,2,7,12,11,4,5,10,3
2018-03-02 22:08:21,2018-03-02 22:09:31,IP Address,65.112.8.134,100,70,True,2018-03-02 22:09:32,R_3qycOUQemaSTETr,,,,,42.380004882812,-71.13289642334,anonymous,EN,4,10,9,12,6,7,5,8,2,1,11,3
2018-03-02 22:20:52,2018-03-02 22:21:24,IP Address,65.112.8.132,100,32,True,2018-03-02 22:21:24,R_udzL3ariiGqR0BP,,,,,42.380004882812,-71.13289642334,anonymous,EN,10,8,5,12,11,4,3,9,6,1,7,2
2018-03-03 00:10:32,2018-03-03 00:12:06,IP Address,65.112.8.135,100,94,True,2018-03-03 00:12:07,R_2S5Yc5u1fRhsRFF,,,,,42.380004882812,-71.13289642334,anonymous,EN,12,2,4,7,11,8,1,5,10,9,3,6
2018-03-03 07:43:04,2018-03-03 07:44:00,IP Address,65.112.8.206,100,56,True,2018-03-03 07:44:01,R_dmaRdAhA82rA8wN,,,,,42.380004882812,-71.13289642334,anonymous,EN,12,3,6,11,5,7,1,8,9,4,10,2
2018-03-03 08:16:37,2018-03-03 08:17:15,IP Address,140.247.25.6,100,37,True,2018-03-03 08:17:16,R_1Izy6Sw115bAyDO,,,,,42.380004882812,-71.13289642334,anonymous,EN,2,7,9,5,1,11,10,6,3,12,8,4
2018-03-03 11:13:27,2018-03-03 11:14:16,IP Address,65.112.8.197,100,49,True,2018-03-03 11:14:16,R_3dMnjyPuzJ1xnCb,,,,,42.380004882812,-71.13289642334,anonymous,EN,7,9,6,12,1,4,8,10,2,5,11,3
2018-03-03 11:17:41,2018-03-03 11:18:06,IP Address,65.112.8.201,100,25,True,2018-03-03 11:18:07,R_Cla1O1unhhfbzeV,,,,,42.380004882812,-71.13289642334,anonymous,EN,11,5,12,4,6,2,8,3,1,7,10,9
2018-03-03 11:17:51,2018-03-03 11:18:24,IP Address,65.112.8.198,100,33,True,2018-03-03 11:18:25,R_2Xmq3HFP67mE2pz,,,,,42.380004882812,-71.13289642334,anonymous,EN,10,1,9,6,8,7,11,3,12,4,2,5
2018-03-03 11:17:50,2018-03-03 11:18:24,IP Address,65.112.8.201,100,34,True,2018-03-03 11:18:25,R_3issauPGMFD30TF,,,,,42.380004882812,-71.13289642334,anonymous,EN,6,3,11,12,10,7,8,1,9,5,2,4
2018-03-03 11:17:53,2018-03-03 11:18:32,IP Address,174.192.10.115,100,38,True,2018-03-03 11:18:32,R_9vsuhHz7SH8oYcF,,,,,42.253295898438,-71.129302978516,anonymous,EN,9,12,10,7,6,4,3,5,8,2,11,1
2018-03-03 11:17:54,2018-03-03 11:18:45,IP Address,174.192.30.192,100,51,True,2018-03-03 11:18:46,R_1QFaH2Py84GPG0U,,,,,42.322692871094,-71.084701538086,anonymous,EN,12,2,4,5,10,8,3,9,1,11,7,6
2018-03-03 11:17:53,2018-03-03 11:18:46,IP Address,65.112.8.142,100,52,True,2018-03-03 11:18:46,R_3lFBQVWklSW7zo3,,,,,42.380004882812,-71.13289642334,anonymous,EN,12,11,10,7,5,4,3,6,9,2,8,1
2018-03-03 11:17:50,2018-03-03 11:18:55,IP Address,65.112.8.141,100,65,True,2018-03-03 11:18:56,R_2uUQxViIP1ckOqN,,,,,42.380004882812,-71.13289642334,anonymous,EN,11,12,2,6,8,7,3,10,4,1,9,5
2018-03-03 11:18:00,2018-03-03 11:18:55,IP Address,65.112.8.133,100,55,True,2018-03-03 11:18:56,R_1fZq7AzHrmbOKnQ,,,,,42.380004882812,-71.13289642334,anonymous,EN,7,11,6,12,5,4,3,9,8,1,10,2
2018-03-03 11:18:03,2018-03-03 11:18:56,IP Address,65.112.8.137,100,53,True,2018-03-03 11:18:56,R_3HTRdq7jjitRO9F,,,,,42.380004882812,-71.13289642334,anonymous,EN,12,10,9,2,6,1,3,8,11,4,5,7
2018-03-03 11:18:00,2018-03-03 11:19:01,IP Address,65.112.8.5,100,60,True,2018-03-03 11:19:01,R_3M09NOqU57tSz5u,,,,,42.380004882812,-71.13289642334,anonymous,EN,5,10,7,8,6,2,3,12,4,9,11,1
2018-03-03 11:18:16,2018-03-03 11:19:02,IP Address,65.112.8.136,100,46,True,2018-03-03 11:19:02,R_10BgsqBZgjPKlga,,,,,42.380004882812,-71.13289642334,anonymous,EN,6,11,8,9,7,4,5,12,3,2,10,1
2018-03-03 11:18:14,2018-03-03 11:19:14,IP Address,65.112.8.134,100,60,True,2018-03-03 11:19:14,R_1GvNcldmBIOG3zW,,,,,42.380004882812,-71.13289642334,anonymous,EN,7,12,5,8,9,6,3,11,4,1,10,2
2018-03-03 11:17:57,2018-03-03 11:19:28,IP Address,65.112.8.132,100,90,True,2018-03-03 11:19:28,R_26hUnklR3OkDjkr,,,,,42.380004882812,-71.13289642334,anonymous,EN,8,11,6,12,7,5,3,10,4,1,9,2
2018-03-03 11:18:59,2018-03-03 11:19:30,IP Address,65.112.8.141,100,31,True,2018-03-03 11:19:30,R_OPX5GjhJgJDnMJz,,,,,42.380004882812,-71.13289642334,anonymous,EN,6,8,10,12,5,7,4,11,3,1,9,2
2018-03-03 11:18:12,2018-03-03 11:19:36,IP Address,65.112.8.200,100,84,True,2018-03-03 11:19:37,R_1PZ42IPaIZxKugx,,,,,42.380004882812,-71.13289642334,anonymous,EN,3,10,7,11,6,4,5,12,1,2,9,8
2018-03-03 11:18:55,2018-03-03 11:19:42,IP Address,65.112.8.205,100,46,True,2018-03-03 11:19:43,R_2CTF7ua6ZDHi7X6,,,,,42.380004882812,-71.13289642334,anonymous,EN,7,8,2,12,1,4,3,10,6,9,11,5
2018-03-03 11:18:12,2018-03-03 11:19:57,IP Address,65.112.8.133,100,105,True,2018-03-03 11:19:58,R_1jODRgvvMt0pKKh,,,,,42.380004882812,-71.13289642334,anonymous,EN,12,10,5,7,8,6,3,11,4,1,9,2
2018-03-03 11:19:02,2018-03-03 11:20:03,IP Address,65.112.8.205,100,61,True,2018-03-03 11:20:04,R_r1gnPRjimIRIlgZ,,,,,42.380004882812,-71.13289642334,anonymous,EN,4,8,7,12,2,10,11,6,5,3,9,1
2018-03-03 11:18:50,2018-03-03 11:20:03,IP Address,199.94.1.207,100,73,True,2018-03-03 11:20:04,R_1oka7ITPLcbR6GH,,,,,42.365997314453,-71.123001098633,anonymous,EN,1,7,6,12,5,3,10,9,8,2,11,4
2018-03-03 11:18:44,2018-03-03 11:20:06,IP Address,66.180.181.187,100,81,True,2018-03-03 11:20:06,R_2Bs8Jsf9iOGOGxA,,,,,40.375595092773,-74.659698486328,anonymous,EN,5,10,8,3,7,2,4,11,1,6,12,9
2018-03-03 11:18:29,2018-03-03 11:20:05,IP Address,66.180.180.224,100,96,True,2018-03-03 11:20:06,R_2wEnGXSMGXUSlC9,,,,,40.375595092773,-74.659698486328,anonymous,EN,8,10,7,9,5,2,3,11,6,4,12,1
2018-03-03 11:18:48,2018-03-03 11:20:14,IP Address,67.134.206.75,100,86,True,2018-03-03 11:20:14,R_2OUtNewdm1eEySr,,,,,42.380004882812,-71.13289642334,anonymous,EN,4,12,7,9,3,8,5,11,2,6,10,1
2018-03-03 11:18:48,2018-03-03 11:20:33,IP Address,65.112.8.142,100,105,True,2018-03-03 11:20:34,R_2fwmedVc9bDEXNP,,,,,42.380004882812,-71.13289642334,anonymous,EN,8,10,6,4,3,1,5,11,9,2,12,7
2018-03-03 11:19:30,2018-03-03 11:20:33,IP Address,65.112.8.133,100,63,True,2018-03-03 11:20:34,R_29fVPtMtupUuyw3,,,,,42.380004882812,-71.13289642334,anonymous,EN,3,11,6,4,7,8,2,12,9,5,10,1
2018-03-03 11:17:50,2018-03-03 11:20:33,IP Address,65.112.8.136,100,163,True,2018-03-03 11:20:34,R_RmZSw8jYooRr33z,,,,,42.380004882812,-71.13289642334,anonymous,EN,11,12,9,5,4,1,2,6,10,3,8,7
2018-03-03 11:18:16,2018-03-03 11:20:36,IP Address,65.112.8.143,100,140,True,2018-03-03 11:20:37,R_2f8RPJey8G6RVNT,,,,,42.380004882812,-71.13289642334,anonymous,EN,12,11,9,4,5,3,6,10,7,1,8,2
2018-03-03 11:18:36,2018-03-03 11:20:37,IP Address,107.77.225.170,100,120,True,2018-03-03 11:20:37,R_1JEG8j5mS7EBVSC,,,,,40.919403076172,-73.860702514648,anonymous,EN,5,2,11,7,9,6,10,3,12,8,1,4
2018-03-03 11:19:59,2018-03-03 11:21:10,IP Address,140.247.128.224,100,71,True,2018-03-03 11:21:11,R_24N1giI9Jydue3L,,,,,42.380004882812,-71.13289642334,anonymous,EN,3,10,8,9,7,6,1,11,5,4,12,2
2018-03-03 11:20:52,2018-03-03 11:21:26,IP Address,174.192.27.203,100,34,True,2018-03-03 11:21:27,R_3O9xSjFMC0HU1ok,,,,,42.342407226562,-71.087799072266,anonymous,EN,6,11,9,8,5,7,3,12,4,1,10,2
2018-03-03 11:20:28,2018-03-03 11:21:36,IP Address,65.112.8.129,100,68,True,2018-03-03 11:21:37,R_3j6j3b1se493YzY,,,,,42.380004882812,-71.13289642334,anonymous,EN,2,11,6,8,4,3,9,10,7,1,12,5
2018-03-03 11:20:21,2018-03-03 11:21:47,IP Address,65.112.8.142,100,86,True,2018-03-03 11:21:48,R_1Fh0QC1JWKFltnP,,,,,42.380004882812,-71.13289642334,anonymous,EN,7,11,8,12,6,3,1,9,4,5,10,2
2018-03-03 11:21:17,2018-03-03 11:22:06,IP Address,107.77.226.234,100,48,True,2018-03-03 11:22:06,R_12JXw42bfFwVG6C,,,,,40.680892944336,-73.946296691895,anonymous,EN,8,12,6,11,4,7,2,10,5,3,9,1
2018-03-03 11:21:50,2018-03-03 11:22:35,IP Address,74.95.76.235,100,44,True,2018-03-03 11:22:35,R_1jHxh73w5QEV2wN,,,,,37.751007080078,-97.821998596191,anonymous,EN,1,8,9,10,4,5,3,12,7,6,11,2
2018-03-03 11:21:27,2018-03-03 11:23:02,IP Address,72.93.81.163,100,94,True,2018-03-03 11:23:03,R_3qxR1VSE5KBMNoh,,,,,42.054306030273,-71.37149810791,anonymous,EN,12,10,8,5,7,4,1,11,2,6,9,3
2018-03-03 11:20:51,2018-03-03 11:23:15,IP Address,65.112.8.135,100,143,True,2018-03-03 11:23:16,R_27rQ5rBc46fI09w,,,,,42.380004882812,-71.13289642334,anonymous,EN,4,8,9,12,2,3,11,7,6,5,10,1
2018-03-03 11:21:10,2018-03-03 11:23:53,IP Address,65.112.8.135,100,163,True,2018-03-03 11:23:54,R_25Sd5nzwhBLruvy,,,,,42.380004882812,-71.13289642334,anonymous,EN,8,11,6,9,4,5,3,12,1,7,10,2
2018-03-03 11:21:38,2018-03-03 11:23:55,IP Address,65.112.8.142,100,136,True,2018-03-03 11:23:55,R_6D4AR84ivjLCZ5n,,,,,42.380004882812,-71.13289642334,anonymous,EN,10,11,8,4,5,6,3,12,7,1,9,2
2018-03-03 11:23:19,2018-03-03 11:24:04,IP Address,65.112.8.6,100,44,True,2018-03-03 11:24:05,R_3G2GrPGwUplc3Ee,,,,,42.380004882812,-71.13289642334,anonymous,EN,5,10,8,9,2,3,7,11,6,1,12,4
2018-03-03 11:23:54,2018-03-03 11:24:37,IP Address,65.112.8.135,100,43,True,2018-03-03 11:24:38,R_1Fn3W4jggFyhOAu,,,,,42.380004882812,-71.13289642334,anonymous,EN,8,10,6,9,5,4,3,12,7,2,11,1
2018-03-03 11:24:09,2018-03-03 11:25:00,IP Address,65.112.8.134,100,50,True,2018-03-03 11:25:00,R_2XjJlGzUIETCYha,,,,,42.380004882812,-71.13289642334,anonymous,EN,5,3,6,11,9,10,8,2,4,12,1,7
2018-03-03 11:24:00,2018-03-03 11:25:05,IP Address,65.112.8.136,100,64,True,2018-03-03 11:25:06,R_29fZ1t3CUTCD63t,,,,,42.380004882812,-71.13289642334,anonymous,EN,9,12,1,7,4,3,6,11,5,8,10,2
2018-03-03 11:23:55,2018-03-03 11:25:29,IP Address,70.88.201.142,100,94,True,2018-03-03 11:25:30,R_2RahQJKcfrfJEDA,,,,,42.415496826172,-71.175598144531,anonymous,EN,7,9,5,12,4,11,1,10,6,2,8,3
2018-03-03 11:24:28,2018-03-03 11:25:54,IP Address,65.112.8.140,100,85,True,2018-03-03 11:25:54,R_3jHZDw8Qimzue0F,,,,,42.380004882812,-71.13289642334,anonymous,EN,9,11,4,8,2,7,5,12,6,3,10,1
2018-03-03 11:22:41,2018-03-03 11:26:12,IP Address,65.112.8.131,100,211,True,2018-03-03 11:26:12,R_3nPfWs5zXQRLehv,,,,,42.380004882812,-71.13289642334,anonymous,EN,8,11,2,9,6,5,4,12,3,7,10,1
2018-03-03 11:25:14,2018-03-03 11:26:21,IP Address,65.112.8.143,100,67,True,2018-03-03 11:26:21,R_278UeFLAV4rr32D,,,,,42.380004882812,-71.13289642334,anonymous,EN,12,10,8,6,4,7,3,11,5,2,9,1
2018-03-03 11:23:26,2018-03-03 11:26:38,IP Address,65.112.8.131,100,191,True,2018-03-03 11:26:38,R_1juAZInmZPtDCNv,,,,,42.380004882812,-71.13289642334,anonymous,EN,12,3,6,1,4,8,9,5,7,11,2,10
2018-03-03 11:26:02,2018-03-03 11:27:09,IP Address,174.192.35.215,100,67,True,2018-03-03 11:27:10,R_22lhV9oi1UprxQP,,,,,42.369995117188,-71.081199645996,anonymous,EN,5,11,8,7,9,10,4,12,3,1,6,2
2018-03-03 11:26:51,2018-03-03 11:27:38,IP Address,65.112.8.198,100,46,True,2018-03-03 11:27:38,R_UowXrby8qrsMzyV,,,,,42.380004882812,-71.13289642334,anonymous,EN,6,11,9,7,4,3,2,12,8,5,10,1
2018-03-03 11:18:48,2018-03-03 11:27:50,IP Address,65.112.8.12,100,542,True,2018-03-03 11:27:51,R_21uJFybzA5rbEQ1,,,,,42.380004882812,-71.13289642334,anonymous,EN,7,12,4,9,6,5,8,11,1,3,10,2
2018-03-03 11:27:28,2018-03-03 11:28:11,IP Address,65.112.8.1,100,42,True,2018-03-03 11:28:11,R_29cYLUZPeSdyYv7,,,,,42.380004882812,-71.13289642334,anonymous,EN,10,6,1,12,3,5,9,7,2,11,8,4
2018-03-03 11:27:52,2018-03-03 11:28:57,IP Address,65.112.8.201,100,64,True,2018-03-03 11:28:57,R_3P66r1JErEqt0vI,,,,,42.380004882812,-71.13289642334,anonymous,EN,7,11,9,12,1,5,4,10,6,2,8,3
2018-03-03 11:28:25,2018-03-03 11:29:15,IP Address,65.112.8.133,100,50,True,2018-03-03 11:29:16,R_6rq4xkHOvhfozND,,,,,42.380004882812,-71.13289642334,anonymous,EN,10,3,11,6,8,9,5,4,7,12,2,1
2018-03-03 11:21:12,2018-03-03 11:29:34,IP Address,65.112.8.197,100,502,True,2018-03-03 11:29:35,R_3LiOuFWmDVgKFb3,,,,,42.380004882812,-71.13289642334,anonymous,EN,6,12,4,7,9,8,3,11,5,2,10,1
2018-03-03 11:28:47,2018-03-03 11:29:52,IP Address,65.112.8.133,100,65,True,2018-03-03 11:29:53,R_22nVc5wOeejhWkf,,,,,42.380004882812,-71.13289642334,anonymous,EN,8,10,6,12,4,9,5,11,3,2,7,1
2018-03-03 11:29:26,2018-03-03 11:30:23,IP Address,65.112.8.202,100,57,True,2018-03-03 11:30:24,R_2BqVy9MV6opq5O5,,,,,42.380004882812,-71.13289642334,anonymous,EN,3,11,9,4,1,2,8,12,7,6,10,5
2018-03-03 11:29:54,2018-03-03 11:31:03,IP Address,107.77.226.183,100,69,True,2018-03-03 11:31:04,R_2TmEwRrrOkBVxlh,,,,,40.680892944336,-73.946296691895,anonymous,EN,7,11,6,9,8,2,4,12,3,1,10,5
2018-03-03 11:29:45,2018-03-03 11:31:03,IP Address,65.112.8.140,100,78,True,2018-03-03 11:31:04,R_9BMGMdtMyM6r4u5,,,,,42.380004882812,-71.13289642334,anonymous,EN,12,11,4,8,6,3,7,9,5,2,10,1
2018-03-03 11:29:55,2018-03-03 11:31:16,IP Address,174.192.11.251,100,80,True,2018-03-03 11:31:16,R_9Yz6sIeK6KOjgbL,,,,,42.761795043945,-71.411903381348,anonymous,EN,7,11,4,9,6,3,5,10,2,8,12,1
2018-03-03 11:19:17,2018-03-03 11:31:21,IP Address,65.112.8.199,100,724,True,2018-03-03 11:31:22,R_Xh8ArCNa0nPby7L,,,,,42.380004882812,-71.13289642334,anonymous,EN,7,12,8,10,4,5,2,11,9,3,6,1
2018-03-03 11:31:05,2018-03-03 11:31:55,IP Address,107.77.226.17,100,50,True,2018-03-03 11:31:56,R_3KABB50Tm3QLG1z,,,,,40.680892944336,-73.946296691895,anonymous,EN,5,9,6,12,7,2,3,11,8,4,10,1
2018-03-03 11:30:57,2018-03-03 11:31:56,IP Address,134.174.250.148,100,59,True,2018-03-03 11:31:56,R_Z1qRTzyKH9rG3uh,,,,,42.345092773438,-71.099296569824,anonymous,EN,12,11,6,10,9,4,7,5,8,3,2,1
2018-03-03 11:30:51,2018-03-03 11:31:56,IP Address,65.112.8.139,100,65,True,2018-03-03 11:31:56,R_2wyvVO4Ir4yOfEV,,,,,42.380004882812,-71.13289642334,anonymous,EN,4,12,9,6,3,5,2,11,7,8,10,1
2018-03-03 11:30:31,2018-03-03 11:32:05,IP Address,65.112.8.194,100,93,True,2018-03-03 11:32:05,R_3nGKb6BtkDzIYBr,,,,,42.380004882812,-71.13289642334,anonymous,EN,9,10,8,5,3,6,2,12,7,1,11,4
2018-03-03 11:31:29,2018-03-03 11:32:38,IP Address,128.103.9.252,100,68,True,2018-03-03 11:32:39,R_dbxwzkiQC1GhDCp,,,,,42.380004882812,-71.13289642334,anonymous,EN,12,11,9,5,6,4,2,10,7,1,8,3
2018-03-03 11:32:45,2018-03-03 11:33:18,IP Address,65.112.8.194,100,32,True,2018-03-03 11:33:18,R_XyXwCsDpv8bqKv7,,,,,42.380004882812,-71.13289642334,anonymous,EN,12,9,5,8,6,3,4,11,2,1,10,7
2018-03-03 11:32:20,2018-03-03 11:33:18,IP Address,65.112.8.134,100,58,True,2018-03-03 11:33:18,R_1BPjrVBo0KQJNoU,,,,,42.380004882812,-71.13289642334,anonymous,EN,9,11,6,3,8,7,1,12,5,4,10,2
2018-03-03 11:31:34,2018-03-03 11:33:23,IP Address,65.112.8.139,100,108,True,2018-03-03 11:33:23,R_31SmSVkol8tQsCi,,,,,42.380004882812,-71.13289642334,anonymous,EN,11,4,7,12,3,10,9,2,1,8,6,5
2018-03-03 11:33:43,2018-03-03 11:34:37,IP Address,65.112.8.132,100,53,True,2018-03-03 11:34:38,R_2WBj6fdX0xTujR3,,,,,42.380004882812,-71.13289642334,anonymous,EN,2,12,8,9,1,7,5,11,6,3,10,4
2018-03-03 11:34:07,2018-03-03 11:34:39,IP Address,67.134.204.39,100,32,True,2018-03-03 11:34:40,R_3MFCgJv8w0onPDN,,,,,42.380004882812,-71.13289642334,anonymous,EN,2,7,6,9,3,5,4,10,11,1,12,8
2018-03-03 11:30:08,2018-03-03 11:35:05,IP Address,65.112.8.14,100,296,True,2018-03-03 11:35:06,R_2f84Bv4w6KIWxLJ,,,,,42.380004882812,-71.13289642334,anonymous,EN,12,9,3,11,6,5,2,8,10,1,7,4
2018-03-03 11:32:58,2018-03-03 11:35:58,IP Address,107.77.226.153,100,179,True,2018-03-03 11:35:58,R_3oQFMtewINhvCLj,,,,,40.680892944336,-73.946296691895,anonymous,EN,7,10,4,1,5,9,8,12,3,6,11,2
2018-03-03 11:36:05,2018-03-03 11:36:49,IP Address,65.112.8.133,100,43,True,2018-03-03 11:36:49,R_2QgmGAiqvvBW2tr,,,,,42.380004882812,-71.13289642334,anonymous,EN,12,11,8,7,2,6,3,9,5,1,10,4
2018-03-03 11:35:58,2018-03-03 11:37:16,IP Address,65.112.8.138,100,77,True,2018-03-03 11:37:17,R_25SYw2c5HsTZz08,,,,,42.380004882812,-71.13289642334,anonymous,EN,11,9,12,6,2,4,5,8,10,3,7,1
2018-03-03 11:36:22,2018-03-03 11:37:29,IP Address,65.112.8.203,100,67,True,2018-03-03 11:37:30,R_3IWBJ85u29Uiys2,,,,,42.380004882812,-71.13289642334,anonymous,EN,12,2,10,1,5,11,6,4,9,8,3,7
2018-03-03 11:37:46,2018-03-03 11:38:13,IP Address,65.112.8.138,100,26,True,2018-03-03 11:38:14,R_2cnknIARA7odb4F,,,,,42.380004882812,-71.13289642334,anonymous,EN,7,11,4,10,6,8,5,12,2,1,9,3
2018-03-03 11:37:04,2018-03-03 11:38:27,IP Address,174.192.16.181,100,83,True,2018-03-03 11:38:28,R_w4R36RuEjzALccx,,,,,42.424697875977,-71.111198425293,anonymous,EN,5,12,8,9,4,7,6,10,2,1,11,3
2018-03-03 11:37:00,2018-03-03 11:38:49,IP Address,65.112.8.139,100,108,True,2018-03-03 11:38:49,R_1onxC7JYTX0k5IK,,,,,42.380004882812,-71.13289642334,anonymous,EN,4,12,6,11,3,10,2,9,8,5,7,1
2018-03-03 11:37:42,2018-03-03 11:38:50,IP Address,65.112.8.137,100,67,True,2018-03-03 11:38:51,R_211BBuifhkwrSGS,,,,,42.380004882812,-71.13289642334,anonymous,EN,4,10,7,11,8,5,1,12,6,3,9,2
2018-03-03 11:38:38,2018-03-03 11:39:38,IP Address,65.112.8.10,100,59,True,2018-03-03 11:39:39,R_8A1IYOUDyYOiBMt,,,,,42.380004882812,-71.13289642334,anonymous,EN,4,10,12,11,2,7,8,9,1,5,3,6
2018-03-03 11:39:27,2018-03-03 11:40:33,IP Address,65.112.8.135,100,65,True,2018-03-03 11:40:33,R_9FeLXsw2Q2felfH,,,,,42.380004882812,-71.13289642334,anonymous,EN,6,2,10,12,9,8,11,3,5,1,4,7
2018-03-03 11:37:20,2018-03-03 11:40:49,IP Address,174.192.5.93,100,209,True,2018-03-03 11:40:50,R_28GuwlVCdInnXnE,,,,,42.359603881836,-71.128700256348,anonymous,EN,8,11,7,9,3,2,4,10,1,6,12,5
2018-03-03 11:38:54,2018-03-03 11:41:30,IP Address,65.112.8.142,100,155,True,2018-03-03 11:41:30,R_2OJdXm0dYEynmqe,,,,,42.380004882812,-71.13289642334,anonymous,EN,9,11,4,8,7,6,1,10,3,5,12,2
2018-03-03 11:40:38,2018-03-03 11:41:53,IP Address,65.112.8.130,100,74,True,2018-03-03 11:41:54,R_3EoHAChddGRVjlU,,,,,42.380004882812,-71.13289642334,anonymous,EN,9,11,6,8,7,5,4,12,3,2,10,1
